User,Location,Review Date,Rating,Review Highlight,Review,Date of Experience
Mayuri,GB,"Nov 2, 2024",5,Amazing service,I had a very good experience speaking to your staff Aadesh who guided me from start to finish and it was a successful experience.,"November 02, 2024"
Rafal Lisiecki,GB,"Nov 2, 2024",5,Great quick and professional support…,I didn't end up using the sim in the end and when I spoke to Priya Thakre on the live chat she cancelled my subscription straight away and gave me a refund on the payment that I had already made. The sim was originally sent to me within a day or two of ordering it and a really good service was provided. I will definitely be using this when needed in the future,"November 02, 2024"
Elfkin Moon,GB,"Nov 2, 2024",5,Akshay was really helpful and resolved…,Spoke to Sagar on the online chat who helped me get my free extra data that I was due by downloading the MyLebara App.,"November 02, 2024"
Reginald,GB,"Nov 2, 2024",5,The customer service assistant was…,Very good customer service from Rutuja who listened to my request for help with a new sim card and portin old number. She is a credit to your company. Thank you :),"November 02, 2024"
Jennifer Okechukwu,GB,"Nov 2, 2024",5,Was fantastic,No data at all. Do not recommend,"November 02, 2024"
Oscar Montalto,GB,"Nov 2, 2024",5,Mukesh was very helpful.,"Just helped by Apurva J, very quick and efficient.  Great experience of using online chat.","November 02, 2024"
Niki,GB,"Nov 2, 2024",5,Very patient and professional service,Sanjib was very patient and helpful with my query,"November 02, 2024"
Muhammad Rakhmatov,GB,"Nov 2, 2024",5,“I want to express my appreciation for Akshay. The best agent,"Very nice customer service, thank you for your help today Raunak.","November 02, 2024"
Jan,GB,"Updated Nov 7, 2024",4,Great customer service,I contacted customer service's today as I had been billed twice in the same month for my monthly contract. I spoke to Patnaik who resolved my problem and offered a refund within 7 days. I did find it a little difficult to understand Patnaik at times as he did speak a little fast .... and my hearing is a little slow at times 😁,"November 02, 2024"
Joe,GB,"Nov 2, 2024",5,Pushkar was great.,Sanjay did a great job on handling my issue quickly and professionally. His positive attitude and willingness to go the extra mile for customers is appreciated.,"November 02, 2024"
Shiv Shankar,GB,"Nov 2, 2024",5,Nice and quick service,It was of great help. I talked to Jim he understood the problems that I facing and gave a very genuine solutions to my problem in a very gentle and friendly way.,"November 02, 2024"
Victor Chinedum Ezebuiro,GB,"Updated Nov 2, 2024",5,"I could not convert £20 to 200 Nigerian minutes because the phone number was not registered in my name as TLS Connect,UKVI Agent in Lagos Nigeria gave me the Sim card.",Siddhant Vardha - very helpful and managed to resolve my queries ASAP and stress free. He is a credit to the company.,"November 02, 2024"
Adithya T,GB,"Nov 2, 2024",5,Friendly and fast customer service,Thanks Nitin for doing a great job at helping me rectify my bundles issues and roaming add on - great lad,"November 02, 2024"
Aman Preet,IN,"Nov 2, 2024",5,Extremely satisfied,Agent Kunal Punjani helped me listen to my problem patiently and helped me solve it.,"November 02, 2024"
Eva,GB,"Nov 2, 2024",5,Ashpak helped me a lot.,Raunak did a great job to tackle my problems and answer my questions promptly,"November 02, 2024"
Keir O'Donnell,GB,"Nov 2, 2024",5,Ashkay was very attentive and extremely…,I'm most grateful to Preeti for giving me audience. Her calm disposition during our conversation was top-notch. She gave me the needed audience and took all necessary steps to resolve the issue for me. Lebara network really will have a great future with people like Preeti.,"November 02, 2024"
Yutao,GB,"Nov 2, 2024",5,very good service,Good experience with Sagar who helped resolve my issue very fast,"November 02, 2024"
seolu,GB,"Nov 2, 2024",5,Thank you for Raafe Bhatkar and Lebara,Raunak Was fast and kind,"November 02, 2024"
Michael Burrows,GB,"Nov 2, 2024",5,Changed from EE to Lebara,Ordered a SIM on a special deal only to be charged full price. I notified Lebara as soon as I saw it on my card and was told a refund would be issued in 7-10 days. After 15 days I chased then as there was still no refund to be told it would definitely be processed the next day. Two days later I still have nothing. Very poor,"October 25, 2024"
Dani Shumba,GB,"Nov 2, 2024",5,Sagar helped me today,Nitin was very helpful and good in speaking with me very good and happy with my service.,"November 02, 2024"
Uche Ikpeama,GB,"Nov 2, 2024",5,Great customer service,Sharvari was awesome answering my questions and resolving my problems with the account,"November 02, 2024"
Padders,GB,"Nov 2, 2024",5,Pushkar was very helpful and solved my…,"Kunal Punjani helped me to purchase my plan, he was friendly and professional","November 02, 2024"
Wangi,GB,"Nov 2, 2024",4,Quick response and good service,Nitin was really good in helping me to create an account today really helpful,"November 02, 2024"
Sneha Baby,GB,"Nov 2, 2024",5,Excellent service from lebera customer…,I have been with Lebara for 18 months now & I find their bundles just great also the signal strength is just brilliant I use to be with EE will never go back to them.,"November 02, 2024"
Peter,GB,"Nov 2, 2024",4,refund after charged twice,"if you need support...be aware that you will only be able to speak to a call centre in India...Although they are mostly polite, don't expect any results","November 02, 2024"
paul clapham,GB,"Nov 2, 2024",5,Been with lebara a few years now…,Your customer service team listen and understand what you tell them. If I could give 10 stars I would. Excellent.,"November 02, 2024"
PUNEET ANTIL,GB,"Nov 2, 2024",5,Great,"Aman Attar was incredibly courteous and friendly. He quickly helped me to reset my iMessage after porting my old mobile number. I can only recommend Aman and Lebara, who are always providing quick and helpful customer service unlike the big UK providers, which are a nightmare these days. Hence I switched to Lebara.Thank you, Aman :)","November 02, 2024"
Princ,GB,"Nov 2, 2024",5,Cancelling sim order,"Since i switched I've never had an issue so far.  Great value, good reception and the app is good. They seem very upfront on what you get. Would recommend.","November 02, 2024"
Pk,GB,"Nov 2, 2024",5,Helpful and efficient,Wanted some information from customer services.My contact was Aman Attar who was extremely helpful and efficient.I was entirely satisfied with the service and the information given.,"November 02, 2024"
Shafana Ansal,GB,"Nov 2, 2024",5,Quick response,The staff (Akshay) is very responsive and helpful.,"November 02, 2024"
bony chacko alexander,GB,"Nov 2, 2024",5,Good customer service,"Nitin was so patient and helpful when my phone was working extremely slowly. Also, other things happened, such as the site telling me my email was invalid (it's not) and other problems. Nitin just said, Don't worry, take your time and so om","November 02, 2024"
holly kunst,CY,"Nov 2, 2024",5,Experience with Jitendriya D,Good approach with talk and helpfull person on customer care service. Thank u vishal,"November 02, 2024"
alex Harris,GB,"Nov 2, 2024",5,Priyanka A was courteous and…,Great and fast helping by Raunak from Lebara,"November 02, 2024"
Dimitrios Pantelidis,GB,"Nov 2, 2024",5,Problem solved,It's very good experience. Allen solve my problem immediately. His communication is good and made me understand well. Thank you so much.,"November 02, 2024"
Sijo Jose,GB,"Nov 2, 2024",5,I would like to take a moment to…,Quick efficient and polite.,"November 02, 2024"
Zuzana,GB,"Nov 2, 2024",5,Great and quick solution from Priya…,"Prathmesh is very professional. He was very attentive and detailed and successfully resolved my problem, which I had previously contacted human customer service without success.","November 02, 2024"
Consumer,GB,"Updated Nov 2, 2024",5,I have been with Lebara a year £5 a…,The process is really efficient and fast.,"November 02, 2024"
Wale Boyejo,GB,"Nov 2, 2024",5,Good customer service,Intern the operator made it very easy and helped me through my inquiry.,"November 01, 2024"
abayomi Omolola precious,GB,"Updated Nov 2, 2024",5,Good network,Priya is helpful and efficient to answer my questions and provide help.,"October 31, 2024"
Jane Duckling,GB,"Nov 1, 2024",1,Let down again,Ashpak was very helpful and helped solve the technical error I was having easily and kept me informed throughout,"November 01, 2024"
Kwaku Oteng Owusu,GB,"Nov 1, 2024",4,Customer service excellence,"Have been with Lebara mobile for a couple of weeks, the Network is good, signed 3 more Family members to the present USwitch Lebara deals, 3 months @ half price. My Sister signed up for the 50GB for £9.95 per month but the first 3 months @ £4.98, trouble was they actually charged her £10.00? My Sister rang there Customer Service department (5588) and answered the required security questions, she requested for me to speak to the CS agent on her behalf. I explained the overpayment situation and that the 50% reduction was in fact not applied on the SIM only deal, the CS agents name was Allen, he checked my Sisters account and stated that there was ""No 50% off deals on the USwitch site"" I had checked on the day of signing my Sister up and got this deal? I checked while I was talking to Allen and sure enough the deal was still on the UK USwitch site. Half an hour later Allen was still insisting that there was no such deal on USwitch, at this point I insisted that I needed to speak to a supervisor, eventually a supervisor did come on the line and agreed with me that ""Yes there is a deal on USwitch for 50% off all SIM only deals"" at long last someone who seems to know what they are talking about, the supervisors name was Amar. I have never felt so insulted to be told by a so called Customer Service agent that I was in effect telling lies, myself and my Wife + Brother-in-Law had received the 50% discount on our first monthly payment, it was humiliating to be virtually called a Liar, the deal was there, found by Amar in a couple of minutes yet Allen could not come across it after 30 minutes! Serious retraining is needed with this particular member of staff, we are all shocked at the poor way our account enquiry was handled and any further treatment like this, myself and 3 members of Family will be leaving this Network with very poor Customer Service we received today, Allen was probably an Asian gentleman who spoke to me in broken English which made the situation more difficult to get rectified, would be a perfect Network if staff in there Customer Service Department  knew what the hell they were talking about!!!","November 01, 2024"
